Cycle,omega,b,TemperatureAvg,InternalResistance,ChargeTime,dQdV_max,dQdV_min,dQdV_var,RUL,SOH
1,0.010462212,0.010513085,32.61514036,0.015778109,11.037985,-0.136214508,-6.890425427,3.675801175,1800,0.971638
2,0.010456642,0.010490197,32.59928187,0.01576006,11.03885167,-0.136876661,-6.891075196,3.68516441,1799,0.972316818
3,0.010461883,0.010480609,32.5959609,0.015743922,11.03836111,-0.13713321,-6.85938149,3.683374956,1798,0.972831182
4,0.010458985,0.010466499,32.59019443,0.01573238,11.03808208,-0.136315895,-6.850041545,3.681079225,1797,0.973110727
5,0.010458419,0.010456271,32.57952957,0.015721711,11.03769767,-0.136513403,-6.845564972,3.682332554,1796,0.973289364
6,0.010458053,0.010445348,32.57402985,0.015713895,11.03770583,-0.137220303,-6.8461307,3.685819754,1795,0.973556
7,0.01045983,0.010439109,32.56969945,0.015708536,11.03779571,-0.137032453,-6.84319676,3.687492169,1794,0.973777273
8,0.010457156,0.010428233,32.57043643,0.015703557,11.03798354,-0.137339057,-6.838483718,3.686990599,1793,0.973647909
9,0.010453845,0.01041803,32.56859666,0.015697242,11.03797278,-0.137899229,-6.830319853,3.684750412,1792,0.973814818
10,0.010448099,0.010406023,32.5640023,0.015693104,11.038025,-0.138158897,-6.827863778,3.682784559,1791,0.973937091
11,0.010440679,0.010383575,32.55959743,0.015679308,11.0380695,-0.138652266,-6.816176232,3.681412716,1790,0.973849364
12,0.010433923,0.010365965,32.55960518,0.015669228,11.03975067,-0.138967693,-6.799504352,3.677027739,1789,0.973923455
13,0.010423946,0.010347611,32.55561098,0.015662496,11.0397335,-0.13937432,-6.799195508,3.675749632,1788,0.973985636
14,0.010417154,0.010333302,32.55613046,0.015656436,11.03980367,-0.140147918,-6.791085961,3.675347086,1787,0.974077091
15,0.010409773,0.010318417,32.56229644,0.015650273,11.03994983,-0.141166186,-6.783165222,3.673206802,1786,0.974272909
16,0.010402839,0.01030668,32.57219649,0.01564314,11.03985033,-0.141526677,-6.772702679,3.668701953,1785,0.974240455
17,0.010393822,0.010292872,32.58326291,0.015636037,11.03963367,-0.142144373,-6.763379131,3.664797174,1784,0.974225
18,0.010387582,0.010283472,32.59152325,0.015628922,11.03946983,-0.141979136,-6.754892233,3.661969316,1783,0.974328818
19,0.010381395,0.010276471,32.59701836,0.015624016,11.0392455,-0.141996769,-6.758910548,3.661313332,1782,0.974243091
20,0.010379121,0.010272999,32.61188814,0.015618841,11.03903083,-0.141618928,-6.748592315,3.659228888,1781,0.974228455
21,0.010376949,0.010269542,32.62520393,0.01561383,11.04044433,-0.141764023,-6.745712541,3.698454105,1780,0.974135182
22,0.01037479,0.010266074,32.63523399,0.01560905,11.03839,-0.141531788,-6.743720436,3.697481753,1779,0.974163364
23,0.010373204,0.010263749,32.65319772,0.015603905,11.03819633,-0.141699782,-6.742849761,3.695955346,1778,0.974285818
24,0.010369576,0.010261967,32.65943193,0.015601697,11.03836767,-0.142026295,-6.74052284,3.69250522,1777,0.974278636
25,0.010365358,0.010261422,32.65735739,0.015601956,11.03848817,-0.141294888,-6.736842001,3.689877546,1776,0.974196909
26,0.010360173,0.010259482,32.64860663,0.015603896,11.03847317,-0.141049837,-6.736323977,3.691046918,1775,0.974531909
27,0.010356412,0.01025927,32.63821349,0.015606618,11.03860367,-0.141181224,-6.73711863,3.69653956,1774,0.973351
28,0.010354079,0.010259998,32.63079695,0.015608025,11.0386505,-0.142109202,-6.737557039,3.6959313,1773,0.973538091
29,0.010352287,0.010259308,32.63272118,0.015608397,11.03868333,-0.141887339,-6.722635289,3.695809325,1772,0.974555
30,0.010350117,0.010259509,32.63231522,0.015607655,11.03864533,-0.142326053,-6.72589255,3.695914271,1771,0.974556273
31,0.010346635,0.010258676,32.63149648,0.015607999,11.03691033,-0.142298962,-6.732012979,3.655580886,1770,0.974495
32,0.010346537,0.010260375,32.63620896,0.015607878,11.03726583,-0.142706745,-6.822543615,3.68942144,1769,0.974638182
33,0.010344858,0.010260389,32.63709628,0.015606414,11.03735733,-0.142515883,-6.814300671,3.687280921,1768,0.974569545
34,0.010344983,0.010261151,32.64705681,0.015603779,11.03727483,-0.142098333,-6.813057229,3.68645555,1767,0.974513091
35,0.010344177,0.010261586,32.66347491,0.015600436,11.03735867,-0.142264759,-6.812332783,3.685631492,1766,0.974487455
