Cycle,omega,b,TemperatureAvg,InternalResistance,ChargeTime,dQdV_max,dQdV_min,dQdV_var,RUL,SOH
1,0.01069911,0.010629987,34.85600217,0.015568673,10.04328,-0.143553676,-6.875410953,3.831348702,1314,0.968461909
2,0.010700918,0.010613182,34.85147927,0.015546613,10.04260833,-0.144238475,-6.895903307,3.843470708,1313,0.969501273
3,0.010702275,0.010599687,34.84259068,0.015535553,10.04224778,-0.144434112,-6.900407923,3.849679882,1312,0.970134
4,0.010703228,0.010586177,34.84114402,0.015521628,10.04211292,-0.14464545,-6.887055508,3.849168083,1311,0.970780182
5,0.0107012,0.010571614,34.8327696,0.015510826,10.04222267,-0.144960575,-6.87630732,3.849083887,1310,0.971038909
6,0.010699431,0.01056067,34.82287944,0.015503715,10.04219194,-0.145283543,-6.867598956,3.848601632,1309,0.971359364
7,0.010696683,0.010548784,34.81632786,0.015496294,10.04231429,-0.145479069,-6.867622347,3.848823969,1308,0.971520636
8,0.010692318,0.01053646,34.8102926,0.015490034,10.04240771,-0.145784974,-6.860274253,3.847350035,1307,0.971578909
9,0.010689117,0.010526185,34.80983618,0.015484834,10.04228926,-0.145871431,-6.865651033,3.847096561,1306,0.971689091
10,0.010685275,0.010516292,34.80999057,0.015479903,10.0422675,-0.146020646,-6.859332212,3.845209416,1305,0.971746545
11,0.010679445,0.010494385,34.80367142,0.015464745,10.042262,-0.146344271,-6.855786758,3.846210839,1304,0.971774636
12,0.010673298,0.010476101,34.79668704,0.015453373,10.04223417,-0.146511052,-6.850639511,3.844084259,1303,0.971786636
13,0.010665222,0.010459234,34.79753368,0.015444132,10.0423465,-0.146628887,-6.842139736,3.838248619,1302,0.971782818
14,0.010657056,0.010444998,34.78986991,0.01543898,10.04230533,-0.146851982,-6.836799624,3.834866681,1301,0.971864545
15,0.010649993,0.010433263,34.79113159,0.015433597,10.04221517,-0.146853449,-6.833532357,3.831249159,1300,0.971819727
16,0.010663567,0.010490436,34.70789533,0.01575136,10.04207183,-0.145706283,-6.880336973,3.838212901,1299,0.961848909
17,0.010657139,0.010508409,34.69896526,0.015757048,10.0419455,-0.145731723,-6.878338883,3.83063566,1298,0.964849364
18,0.010652709,0.010524161,34.70243457,0.015758008,10.04183417,-0.145622564,-6.884897664,3.824755282,1297,0.966417909
19,0.010650533,0.01053917,34.70636906,0.01575886,10.04197583,-0.145657036,-6.873480955,3.818144183,1296,0.967692364
20,0.0106509,0.010554254,34.71131996,0.015758062,10.04204867,-0.145579638,-6.878765207,3.815702795,1295,0.968429545
21,0.010651682,0.010567901,34.72779457,0.015756482,10.0419805,-0.14558517,-6.876242829,3.811688954,1294,0.969004636
22,0.010652305,0.010579537,34.74614918,0.015754272,10.0420155,-0.145881611,-6.874687257,3.810200641,1293,0.969398818
23,0.010654735,0.010591203,34.76434462,0.015751042,10.04190917,-0.146096507,-6.874098446,3.80999397,1292,0.969695273
24,0.010656684,0.010600592,34.79311281,0.01574587,10.04197983,-0.146202659,-6.87649415,3.809178097,1291,0.970005727
25,0.010658621,0.01060971,34.82052433,0.01574094,10.0419955,-0.146407687,-6.8712587,3.807564808,1290,0.970162727
26,0.010638592,0.010548892,34.93489739,0.015413714,10.04211333,-0.147807219,-6.809275651,3.793266821,1289,0.970212
27,0.010639364,0.010529212,34.97567561,0.015399007,10.04209033,-0.147863303,-6.798328874,3.793575327,1288,0.970388182
28,0.010639953,0.010514139,35.00668352,0.01538973,10.04203517,-0.148055924,-6.78906477,3.79682531,1287,0.970450455
29,0.010638433,0.010501355,35.03606292,0.01538039,10.04192333,-0.148251883,-6.782857631,3.79810368,1286,0.970571727
30,0.010634173,0.010487929,35.06397438,0.015373536,10.0419355,-0.148563006,-6.770469213,3.796794377,1285,0.970515636
31,0.010630496,0.010477865,35.08636918,0.015368915,10.04176783,-0.149048958,-6.762307314,3.795492538,1284,0.970632091
32,0.010624578,0.010467228,35.10897479,0.015366967,10.041741,-0.149126516,-6.761166521,3.793966765,1283,0.970584364
33,0.010618244,0.010458121,35.12284394,0.015365694,10.04172583,-0.149100626,-6.752753443,3.792418361,1282,0.970531636
34,0.010611697,0.010451151,35.13013862,0.015365223,10.0419385,-0.149063271,-6.741451763,3.78911314,1281,0.970568
35,0.01060622,0.010447129,35.13024863,0.015367834,10.04209767,-0.149117183,-6.738945866,3.785750846,1280,0.970590182
36,0.010601193,0.010443516,35.12978354,0.01536777,10.042151,-0.148959191,-6.739084172,3.783589236,1279,0.970551727
37,0.010595679,0.010440613,35.130047,0.01536933,10.04231517,-0.149030824,-6.737238713,3.783057252,1278,0.970493636
38,0.010589564,0.010438167,35.12745314,0.015370536,10.04255367,-0.149085685,-6.738488427,3.780433202,1277,0.970547273
39,0.010582613,0.010434725,35.11807783,0.01537319,10.04270633,-0.149043453,-6.734249404,3.776787374,1276,0.970591273
40,0.010576204,0.010433559,35.10562078,0.015375576,10.042717,-0.148795702,-6.730364756,3.770700802,1275,0.970556
41,0.010567904,0.010430886,35.08445334,0.015379259,10.042959,-0.148335234,-6.724853427,3.765838962,1274,0.970567818
42,0.010562933,0.010432549,35.06268211,0.015381512,10.041464,-0.148074393,-6.709584722,3.757979752,1273,0.970512727
43,0.010555723,0.010431332,35.04008952,0.015385005,10.04161733,-0.147976698,-6.703738505,3.752361762,1272,0.970480727
44,0.010550115,0.01043314,35.01751782,0.015390361,10.04150183,-0.147941108,-6.700766889,3.746565709,1271,0.970409091
45,0.010543738,0.010433223,34.99803757,0.015392611,10.04145233,-0.147784999,-6.701184532,3.743314845,1270,0.970473636
46,0.010537282,0.010434061,34.98468332,0.015397248,10.041559,-0.147690433,-6.700174954,3.740278665,1269,0.970428182
47,0.010531746,0.010435806,34.96892012,0.01540227,10.04155283,-0.147653127,-6.701300408,3.73682199,1268,0.970359364
48,0.010526886,0.010438182,34.95418963,0.015407213,10.04149733,-0.147477007,-6.692250381,3.731102723,1267,0.970442364
49,0.010520938,0.010438821,34.9440314,0.015410356,10.041445,-0.147333129,-6.686842736,3.725945834,1266,0.970432364
50,0.010518128,0.010441786,34.94976044,0.015414506,10.041409,-0.147401983,-6.692976623,3.727779038,1265,0.970397545
51,0.010515263,0.010443798,34.97121772,0.015414495,10.04117867,-0.147505253,-6.694745065,3.724224887,1264,0.970491273
52,0.010511118,0.010446408,34.97176536,0.015416241,10.04281317,-0.147250475,-6.697315266,3.722530912,1263,0.970375727
53,0.010508492,0.010450914,34.96974888,0.015418389,10.042797,-0.14757161,-6.696946732,3.719454286,1262,0.970330636
54,0.010504631,0.010451904,34.9756947,0.015419476,10.04121283,-0.147431418,-6.700509725,3.716871354,1261,0.970317818
55,0.010501454,0.010453268,34.98757173,0.015420123,10.04115317,-0.147571564,-6.696535631,3.714268451,1260,0.970355909
56,0.010500015,0.010455872,34.99688918,0.015419245,10.04094117,-0.147570371,-6.698256119,3.711948371,1259,0.970310364
57,0.010497957,0.010458339,35.01089321,0.015417306,10.04082067,-0.147593496,-6.694613431,3.70805007,1258,0.970267091
58,0.010494875,0.010459845,35.02461006,0.01541501,10.0409,-0.147685907,-6.695901003,3.705293154,1257,0.970279909
59,0.010492985,0.010463552,35.03669485,0.01541542,10.04084233,-0.147783432,-6.699570052,3.705045641,1256,0.970294364
60,0.010489352,0.010465562,35.0381995,0.015414192,10.04072283,-0.147735884,-6.70316495,3.702882171,1255,0.970265909
61,0.010485051,0.010467522,35.03875669,0.015414256,10.04092033,-0.147632015,-6.704784729,3.703885537,1254,0.969127545
62,0.010484464,0.01046782,35.05984569,0.015412212,10.04097483,-0.148066183,-6.697618387,3.702483149,1253,0.970415818
63,0.010486181,0.010470453,35.10176515,0.015405519,10.04090633,-0.148021982,-6.701964407,3.705544318,1252,0.970310636
64,0.010486426,0.010471959,35.14048038,0.015397311,10.04256617,-0.148340222,-6.705084881,3.708706512,1251,0.970334364
65,0.01048454,0.010472862,35.17002552,0.015392446,10.0425715,-0.148385612,-6.706657447,3.708427708,1250,0.970262182
66,0.010480625,0.010473568,35.18653837,0.015388927,10.04265817,-0.14848296,-6.703806583,3.706286445,1249,0.970202455
67,0.010474667,0.010472434,35.19104886,0.015387615,10.04271183,-0.148323651,-6.701903656,3.703818711,1248,0.970150909
68,0.010469984,0.010472993,35.19405353,0.015389452,10.04263567,-0.148257455,-6.692485373,3.699911044,1247,0.970055
69,0.010464403,0.010472903,35.19566613,0.015388531,10.04276317,-0.148118696,-6.683995069,3.694247533,1246,0.970025364
70,0.010458473,0.010473724,35.19495432,0.015388796,10.04284333,-0.148104409,-6.667475586,3.686174329,1245,0.970011
71,0.010453551,0.010475659,35.18320384,0.015392654,10.04287167,-0.148090373,-6.671770418,3.682707711,1244,0.969913636
72,0.010445897,0.010477684,35.16984223,0.015397196,10.0427995,-0.147949557,-6.665366594,3.676897989,1243,0.969837818
73,0.010436246,0.010478046,35.14387462,0.015405637,10.04284917,-0.147600412,-6.657262376,3.667314957,1242,0.969868818
74,0.010428865,0.010481864,35.11452652,0.015413693,10.042864,-0.147241746,-6.646334587,3.659008516,1241,0.969858818
75,0.010421692,0.010484542,35.08921601,0.015421137,10.04299517,-0.146934323,-6.633072234,3.65194227,1240,0.969907273
76,0.010416083,0.010487606,35.07167748,0.015427746,10.0430135,-0.146782871,-6.631625198,3.648892865,1239,0.969893091
77,0.010413279,0.010492828,35.06446687,0.015432056,10.04298317,-0.146875457,-6.628401241,3.644869505,1238,0.969832273
78,0.01040861,0.010495326,35.06051098,0.015434217,10.04293017,-0.146681851,-6.628463887,3.642222448,1237,0.969800364
79,0.010405417,0.010499444,35.05805587,0.015437613,10.04292733,-0.146838198,-6.628929061,3.639362275,1236,0.969808545
80,0.010402889,0.010503961,35.05036519,0.015441158,10.04297333,-0.146872823,-6.633432981,3.638136907,1235,0.969776364
81,0.010400856,0.01050806,35.0469274,0.01544317,10.042991,-0.146584565,-6.617662164,3.631854181,1234,0.969684364
82,0.01039835,0.01051203,35.04422083,0.015443663,10.04291617,-0.146488053,-6.61378312,3.629228732,1233,0.969695091
83,0.010396639,0.01051601,35.0494048,0.015443765,10.042947,-0.146709511,-6.614502445,3.627999229,1232,0.969686727
84,0.010393607,0.010517666,35.06011268,0.015444526,10.0428555,-0.146746297,-6.605484696,3.624118562,1231,0.969651909
85,0.010392867,0.010521952,35.07846809,0.01544314,10.04260633,-0.146880445,-6.612327897,3.624126891,1230,0.969639727
86,0.010392201,0.010524554,35.09929355,0.015440577,10.04262817,-0.146930768,-6.616148199,3.623601989,1229,0.969665727
87,0.01039108,0.0105262,35.12451306,0.015437657,10.04261033,-0.147030225,-6.614888257,3.623760042,1228,0.969738091
88,0.010392297,0.010530505,35.15160225,0.015435568,10.04253217,-0.147215257,-6.618780375,3.623535431,1227,0.969717273
89,0.010393832,0.010534131,35.18216335,0.015430283,10.04231917,-0.147217575,-6.621114016,3.625084337,1226,0.969647909
90,0.010394449,0.010535238,35.21877788,0.015425293,10.042298,-0.147268661,-6.617086512,3.626108258,1225,0.969735818
91,0.010396471,0.010538466,35.25340291,0.015418979,10.042169,-0.147786115,-6.61164953,3.626404005,1224,0.969694545
92,0.010398576,0.0105412,35.29080899,0.015413449,10.042124,-0.147821725,-6.613215019,3.627749892,1223,0.969734818
93,0.010400689,0.010544,35.32452146,0.015406927,10.0420495,-0.147902271,-6.607150858,3.628266162,1222,0.969617182
94,0.010405288,0.010548924,35.36128581,0.015401001,10.0419435,-0.148170803,-6.613727793,3.63399175,1221,0.969732455
95,0.010407716,0.010550724,35.39566036,0.015395785,10.04212367,-0.148405987,-6.616960622,3.634746568,1220,0.969741091
96,0.010410763,0.010554901,35.43387845,0.015391227,10.04201783,-0.148760007,-6.609221919,3.635664577,1219,0.969686909
97,0.010413693,0.01055925,35.46596794,0.015387327,10.04209083,-0.148864909,-6.604427033,3.634450851,1218,0.969681727
98,0.010416226,0.010563443,35.49930729,0.015382502,10.04197683,-0.149120483,-6.594690868,3.635104757,1217,0.969611182
99,0.010417821,0.010566993,35.53166472,0.015381155,10.04210417,-0.149375088,-6.588844938,3.634024578,1216,0.969580545
100,0.010418159,0.010570278,35.55828689,0.015377353,10.04193067,-0.149289783,-6.583310465,3.632899672,1215,0.969507727
101,0.010418658,0.010574555,35.58200222,0.015376145,10.04198867,-0.149209451,-6.593378921,3.635178276,1214,0.969461545
102,0.010417734,0.010578289,35.60516991,0.015376173,10.04194917,-0.149330543,-6.596395829,3.634729241,1213,0.969390364
103,0.01041663,0.010582821,35.62428416,0.015376035,10.04195067,-0.149284038,-6.602143421,3.63513405,1212,0.969394273
104,0.010412879,0.010585312,35.6272884,0.015377192,10.0419625,-0.149225782,-6.599916081,3.629974784,1211,0.969398273
105,0.010410148,0.010590637,35.61682543,0.015379529,10.04186533,-0.149051083,-6.588052451,3.626426384,1210,0.969296273
106,0.010405001,0.010593712,35.59932481,0.015383327,10.0421055,-0.148742431,-6.582902633,3.619805901,1209,0.969288455
107,0.010399362,0.01059759,35.57332263,0.015388399,10.04217517,-0.148614771,-6.582925512,3.615715462,1208,0.969213182
108,0.010392601,0.010600724,35.54098373,0.01539342,10.04245233,-0.148362761,-6.580919604,3.609670268,1207,0.969228
109,0.010387129,0.010606375,35.50055157,0.015401262,10.0425515,-0.14810677,-6.579239019,3.604502159,1206,0.969122545
110,0.010383057,0.010613372,35.46421582,0.015410313,10.04281633,-0.148083765,-6.580375096,3.600131224,1205,0.969153091
111,0.010376927,0.010617357,35.43105638,0.015417324,10.04278933,-0.148022482,-6.572338706,3.593281423,1204,0.969054091
112,0.010371386,0.010622474,35.39311315,0.015423856,10.04295217,-0.147919142,-6.568936471,3.588648886,1203,0.968988455
113,0.010365691,0.010626896,35.35519925,0.015430908,10.04302133,-0.147686594,-6.556127981,3.582205732,1202,0.968999455
114,0.010361557,0.010632948,35.32689526,0.01543734,10.04318517,-0.147523394,-6.552799311,3.578051798,1201,0.968954818
115,0.010355989,0.010636225,35.31044134,0.015444255,10.043368,-0.1474858,-6.556765169,3.576264504,1200,0.968925182
116,0.010351632,0.010639587,35.28767929,0.015449223,10.043321,-0.147292298,-6.554906421,3.572797069,1199,0.968891364
117,0.010345966,0.010642208,35.27954704,0.0154535,10.04320733,-0.147181753,-6.558647913,3.569543755,1198,0.968788727
118,0.010343144,0.010647788,35.27383833,0.015457904,10.04325333,-0.147005492,-6.561372135,3.566395002,1197,0.968881
119,0.010341279,0.010651579,35.27682987,0.015458856,10.04308867,-0.146692973,-6.561930448,3.565872407,1196,0.968935636
120,0.010340706,0.01065493,35.28302307,0.015457846,10.04299883,-0.146581011,-6.558614166,3.563576658,1195,0.969045182
121,0.010341249,0.010657772,35.29977981,0.015455173,10.043014,-0.14649402,-6.554741654,3.562498596,1194,0.969001273
122,0.010343049,0.01066082,35.32736503,0.015451349,10.04295133,-0.146473952,-6.559084557,3.563332598,1193,0.969031364
123,0.010344849,0.01066295,35.35893938,0.015446858,10.042874,-0.146579288,-6.557345016,3.561575678,1192,0.969040273
124,0.010346492,0.010664723,35.39091778,0.015441917,10.04278083,-0.146666225,-6.55764552,3.564098564,1191,0.969043636
125,0.010348588,0.010667574,35.41817221,0.015435005,10.04251417,-0.146756174,-6.548186083,3.562785626,1190,0.968843727
126,0.0103506,0.010670646,35.46299436,0.01542927,10.04242617,-0.147050696,-6.548561734,3.563877201,1189,0.968846818
127,0.01035579,0.010675161,35.50261147,0.015422092,10.0423545,-0.147174337,-6.543016999,3.566343377,1188,0.968725
128,0.010358519,0.010675725,35.54286977,0.015414243,10.04209583,-0.147428934,-6.539769401,3.568414748,1187,0.968757
129,0.010358875,0.010675678,35.57895369,0.015405821,10.04208667,-0.14769653,-6.546560354,3.569154634,1186,0.968749545
130,0.010357242,0.010676211,35.61000442,0.015399844,10.04215483,-0.148055579,-6.549002078,3.568820684,1185,0.968676727
131,0.010355991,0.010679821,35.62448205,0.015397509,10.042285,-0.148246568,-6.555147283,3.569663122,1184,0.968712545
132,0.010353302,0.010682475,35.6302836,0.015395516,10.04220833,-0.148260895,-6.551459012,3.566069998,1183,0.968623818
133,0.010351006,0.010686514,35.6304257,0.015396792,10.04212983,-0.148176705,-6.554604078,3.566019963,1182,0.968538
134,0.010347917,0.010689997,35.6277865,0.01539742,10.0420365,-0.14829447,-6.55010641,3.560030182,1181,0.968521
135,0.010345429,0.010694018,35.62167526,0.015399453,10.0422525,-0.148296054,-6.55305702,3.556372871,1180,0.968498727
136,0.010342055,0.010697788,35.60431701,0.015401776,10.0422475,-0.148257257,-6.556556846,3.554857806,1179,0.968421909
137,0.010336961,0.010700885,35.58045092,0.015405375,10.042409,-0.148215034,-6.555365418,3.55161805,1178,0.968424182
138,0.010331476,0.010704943,35.54964775,0.015410735,10.04259417,-0.147903402,-6.553614658,3.547196372,1177,0.968337636
139,0.010326658,0.010710473,35.52040394,0.015419244,10.042708,-0.148188511,-6.545677139,3.542923041,1176,0.968259
140,0.010321967,0.010715023,35.49075199,0.015426969,10.04264933,-0.147782643,-6.539329518,3.539667756,1175,0.968155364
141,0.010317299,0.010719551,35.46564193,0.015433143,10.04249983,-0.147462548,-6.534709225,3.535116721,1174,0.968204091
142,0.010312742,0.010724037,35.44309776,0.015441794,10.042492,-0.147363983,-6.528706666,3.531789727,1173,0.968084
